player_id,first_name,last_name,nationality,birth_city,primary_position,birth_date,birth_state_province,height_cm,weight_kg,shoots_catches
8474190,Wayne,Simmonds,CAN,Scarborough,RW,1988-08-26,ON,187.96,83.91452,R
8468513,Nick,Schultz,CAN,Strasbourg,D,1982-08-25,SK,185.42,92.079176,L
8473607,Michal,Neuvirth,CZE,Ústí nad Labem,G,1988-03-23,unknown,185.42,94.80072799999999,L
8471769,Niklas,Hjalmarsson,SWE,Eksjo,D,1987-06-06,unknown,190.5,89.357624,L
8477929,Dennis,Rasmussen,SWE,Vasteras,C,1990-07-03,unknown,190.5,87.089664,L
8471762,Chris,VandeVelde,USA,Moorhead,C,1987-03-15,MN,187.96,86.18248,L
8475209,Richard,Panik,SVK,Martin,RW,1991-02-07,unknown,185.42,94.347136,L
8473604,Jonathan,Toews,CAN,Winnipeg,C,1988-04-29,MB,187.96,91.171992,L
8478439,Travis,Konecny,CAN,London,C,1997-03-11,ON,177.8,79.3786,R
8479648,Roman,Lyubimov,RUS,Tver,LW,1992-01-06,unknown,187.96,93.893544,R
8470159,Boyd,Gordon,CAN,Unity,C,1983-10-19,SK,182.88,90.7184,R
8477845,Trevor,van Riemsdyk,USA,Middletown,D,1991-07-24,NJ,187.96,85.275296,R
8478500,Ivan,Provorov,RUS,Yaroslavl,D,1997-01-13,unknown,185.42,91.171992,L
8475430,Brandon,Manning,CAN,Prince George,D,1990-06-04,BC,185.42,92.98636,L
8470281,Duncan,Keith,CAN,Winnipeg,D,1983-07-16,MB,185.42,87.089664,L
8474141,Patrick,Kane,USA,Buffalo,RW,1988-11-19,NY,180.34,80.28578399999999,L
8477930,Pierre-Edouard,Bellemare,FRA,Le Blanc-Mesnil,LW,1985-03-06,unknown,182.88,89.811216,L
8474161,Jakub,Voracek,CZE,Kladno,RW,1989-08-15,unknown,187.96,97.068688,L
8477951,Nick,Schmaltz,USA,Madison,C,1996-02-23,WI,182.88,80.28578399999999,R
8477451,Ryan,Hartman,USA,Hilton Head Isl.,RW,1994-09-20,SC,182.88,82.100152,R
8476461,Sean,Couturier,CAN,Phoenix,C,1992-12-07,AZ,190.5,95.707912,L
8473573,Artem,Anisimov,RUS,Yaroslavl,C,1988-05-24,unknown,193.04,89.811216,L
8477353,Tyler,Motte,USA,St. Clair,C,1995-03-10,MI,177.8,86.636072,L
8475170,Brayden,Schenn,CAN,Saskatoon,C,1991-08-22,SK,185.42,90.7184,L
8468309,Mark,Streit,CHE,Bern,D,1977-12-11,unknown,180.34,84.368112,L
8477290,Michael,Raffl,AUT,Villach,LW,1988-12-01,unknown,182.88,90.7184,L
8476806,J.T.,Brown,USA,Burnsville,RW,1990-07-02,MN,177.8,76.657048,R
8471678,Benoit,Pouliot,CAN,Alfred,LW,1986-09-29,ON,190.5,90.7184,L
8475215,Robin,Lehner,SWE,Gothenburg,G,1991-07-24,unknown,193.04,111.13004,L
8476866,Nicolas,Kerdiles,USA,Lewisville,LW,1994-01-11,TX,187.96,90.7184,L
8471699,Andrew,Cogliano,CAN,Toronto,LW,1987-06-14,ON,177.8,80.28578399999999,L
8470621,Corey,Perry,CAN,Peterborough,RW,1985-05-16,ON,190.5,96.615096,R
8477933,Sam,Reinhart,CAN,West Vancouver,C,1995-11-06,BC,185.42,87.089664,R
8470324,Josh,Gorges,CAN,Kelowna,D,1984-08-14,BC,185.42,92.532768,L
8477941,Nick,Ritchie,CAN,Orangeville,LW,1995-12-05,ON,187.96,106.140528,L
8476312,Josh,Manson,CAN,Hinsdale,D,1991-10-07,IL,190.5,96.615096,R
8475169,Evander,Kane,CAN,Vancouver,LW,1991-08-02,BC,187.96,96.161504,L
8479268,Casey,Nelson,USA,Wisconsin Rapids,D,1992-07-18,WI,185.42,83.91452,R
8475185,Jacob,Josefson,SWE,Stockholm,C,1991-03-02,unknown,182.88,88.904032,L
8475780,Chris,Wagner,USA,Walpole,RW,1991-05-27,MA,182.88,89.811216,R
8475164,Jakob,Silfverberg,SWE,Gävle,RW,1990-10-13,unknown,187.96,91.625584,R
8473560,Korbinian,Holzer,DEU,Munich,D,1988-02-16,unknown,190.5,97.068688,R
8478131,Ondrej,Kase,CZE,Kadan,RW,1995-11-08,unknown,182.88,83.91452,R
8476293,Scott,Wilson,CAN,Oakville,C,1992-04-24,ON,180.34,83.007336,L
8476470,Nathan,Beaulieu,CAN,Strathroy,D,1992-12-05,ON,187.96,90.7184,L
8470616,Ryan,Kesler,USA,Livonia,C,1984-08-31,MI,187.96,91.625584,R
8468535,Antoine,Vermette,CAN,St. Agapit,C,1982-07-20,QC,185.42,89.357624,L
8469506,Jason,Pominville,USA,Repentigny,RW,1982-11-30,QC,182.88,81.64656,R
8467400,Francois,Beauchemin,CAN,Sorel,D,1980-06-04,QC,180.34,94.347136,L
8475728,Johan,Larsson,SWE,Lau,C,1992-07-25,unknown,180.34,89.811216,L
8474618,Marco,Scandella,CAN,Montreal,D,1990-02-23,QC,190.5,94.347136,L
8468011,Ryan,Miller,USA,East Lansing,G,1980-07-17,MI,190.5,78.471416,L
8475764,Cam,Fowler,USA,Windsor,D,1991-12-05,ON,185.42,97.52228,L
8470612,Ryan,Getzlaf,CAN,Regina,C,1985-05-10,SK,193.04,101.151016,R
8477986,Brandon,Montour,CAN,Brantford,D,1994-04-11,ON,182.88,87.089664,R
8476854,Hampus,Lindholm,SWE,Helsingborg,D,1994-01-20,unknown,190.5,94.347136,L
8475325,Jordan,Nolan,CAN,"Garden River, First Nations",C,1989-06-23,ON,190.5,99.336648,L
8476931,Jake,McCabe,USA,Eau Claire,D,1993-10-12,WI,185.42,95.25431999999999,L
8473449,Kyle,Okposo,USA,St. Paul,RW,1988-04-16,MN,182.88,99.79024,R
8476878,Zemgus,Girgensons,LVA,Riga,C,1994-01-05,unknown,187.96,93.893544,L
8477499,Rasmus,Ristolainen,FIN,Turku,D,1994-10-27,unknown,193.04,98.883056,R
8479755,Victor,Antipin,RUS,Ust-Kamenogorsk,D,1992-12-06,unknown,180.34,79.3786,L
8474683,Derek,Grant,CAN,Abbotsford,C,1990-04-20,BC,190.5,97.52228,L
8478403,Jack,Eichel,USA,North Chelmsford,C,1996-10-28,MA,187.96,93.439952,R
8474641,Adam,Henrique,CAN,Brantford,C,1990-02-06,ON,182.88,88.45044,L
8475158,Ryan,O'Reilly,CAN,Clinton,C,1991-02-07,ON,185.42,97.975872,L
8473992,Justin,Falk,CAN,Snowflake,D,1988-10-11,MB,195.58,101.151016,L
8476483,Rickard,Rakell,SWE,Sundbyberg,C,1993-05-05,unknown,187.96,89.811216,R
8478542,Evan,Rodrigues,CAN,Toronto,LW,1993-07-28,ON,180.34,82.553744,R
8469598,Kevin,Bieksa,CAN,Grimsby,D,1981-06-16,ON,185.42,89.357624,R
8473618,Mathieu,Perreault,CAN,Drummondville,C,1988-01-05,QC,177.8,85.275296,L
8471218,Blake,Wheeler,USA,Plymouth,RW,1986-08-31,MN,195.58,102.0582,R
8470828,Toby,Enstrom,SWE,Nordingra,D,1984-11-05,unknown,177.8,81.64656,L
8462042,Jarome,Iginla,CAN,Edmonton,RW,1977-07-01,AB,185.42,95.25431999999999,R
8473412,Bryan,Little,CAN,Edmonton,C,1987-11-12,AB,182.88,86.636072,R
8475759,Brandon,Gormley,CAN,Murray River,D,1992-02-18,PE,187.96,88.904032,L
8473575,Semyon,Varlamov,RUS,Samara,G,1988-04-27,unknown,187.96,94.80072799999999,L
8471657,Cody,McLeod,CAN,Binscarth,LW,1984-06-26,MB,187.96,95.25431999999999,L
8471217,Andrew,Ladd,CAN,Maple Ridge,LW,1985-12-12,BC,190.5,90.7184,L
8476469,Joel,Armia,FIN,Pori,RW,1993-05-31,unknown,190.5,92.98636,R
8474207,Nick,Holden,CAN,St. Albert,D,1987-05-15,AB,193.04,97.068688,L
8474743,Zach,Redmond,USA,Traverse City,D,1988-07-26,MI,187.96,96.161504,R
8476888,Mikhail,Grigorenko,RUS,Khabarovsk,C,1994-05-16,unknown,190.5,94.80072799999999,L
8471260,Blake,Comeau,CAN,Meadow Lake,LW,1986-02-18,SK,185.42,91.625584,R
8475168,Matt,Duchene,CAN,Haliburton,C,1991-01-16,ON,180.34,88.45044,L
8476455,Gabriel,Landeskog,SWE,Stockholm,LW,1992-11-23,unknown,185.42,97.52228,L
8474574,Tyler,Myers,CAN,Houston,D,1990-02-01,TX,203.2,103.872568,R
8474074,Paul,Postma,CAN,Red Deer,D,1989-02-22,AB,190.5,88.45044,R
8477940,Nikolaj,Ehlers,DNK,Aalborg,LW,1996-02-14,unknown,182.88,78.017824,L
8471681,Jack,Skille,USA,Madison,RW,1987-05-19,WI,185.42,97.975872,R
8471385,Adam,Pardy,CAN,Bonavista,D,1984-03-29,NL,193.04,102.965384,L
8471262,Carl,Soderberg,SWE,Malmö,C,1985-10-12,unknown,190.5,95.25431999999999,L
8476392,Adam,Lowry,USA,St. Louis,C,1993-03-29,MO,195.58,95.25431999999999,L
8469501,Chris,Thorburn,CAN,Sault Ste. Marie,RW,1983-06-03,ON,190.5,106.59412,R
8470317,Nate,Guenin,USA,Aliquippa,D,1982-12-10,PA,190.5,93.893544,R
8470614,Mark,Stuart,USA,Rochester,D,1984-04-27,MN,187.96,97.52228,L
8470834,Dustin,Byfuglien,USA,Roseau,D,1985-03-27,MN,195.58,117.93392,R
8473446,Erik,Johnson,USA,Bloomington,D,1988-03-21,MN,193.04,102.0582,R
8470750,John,Mitchell,CAN,Oakville,C,1985-01-22,ON,185.42,92.532768,L
8477902,Dennis,Everberg,SWE,Vasteras,RW,1991-12-31,unknown,193.04,92.98636,L
8477429,Andrew,Copp,USA,Ann Arbor,C,1994-07-08,MI,185.42,93.439952,L
8474636,Michael,Hutchinson,CAN,Barrie,G,1990-03-02,ON,190.5,91.625584,R
8475788,Alexander,Burmistrov,RUS,Kazan,C,1991-10-21,unknown,185.42,81.64656,L
8471226,Drew,Stafford,USA,Milwaukee,RW,1985-10-30,WI,187.96,97.068688,R
8476885,Jacob,Trouba,USA,Rochester,D,1994-02-26,MI,190.5,91.625584,R
8475279,Ben,Chiarot,CAN,Hamilton,D,1991-05-09,ON,190.5,99.336648,L
8476460,Mark,Scheifele,CAN,Kitchener,C,1993-03-15,ON,190.5,93.893544,R
8478561,Andreas,Martinsen,NOR,Bærum,LW,1990-06-13,unknown,190.5,103.872568,L
8475197,Tyson,Barrie,CAN,Victoria,D,1991-07-26,BC,177.8,86.18248,R
8477492,Nathan,MacKinnon,CAN,Halifax,C,1995-09-01,NS,182.88,92.98636,R
8474061,Anthony,Peluso,CAN,North York,RW,1989-04-18,ON,190.5,102.0582,R
8471715,Ondrej,Pavelec,CZE,Kladno,G,1987-08-31,unknown,190.5,96.161504,L
8473533,Jordan,Staal,CAN,Thunder Bay,C,1988-09-10,ON,193.04,99.79024,L
8470320,Cam,Ward,CAN,Saskatoon,G,1984-02-29,SK,185.42,83.91452,L
8475753,Justin,Faulk,USA,South St.Paul,D,1992-03-20,MN,182.88,97.52228,R
8477488,Brett,Pesce,USA,Tarrytown,D,1994-11-15,NY,190.5,90.7184,R
8474052,Chris,Terry,CAN,Brampton,LW,1989-04-07,ON,177.8,86.636072,L
8475784,Jeff,Skinner,CAN,Toronto,LW,1992-05-16,ON,180.34,90.7184,L
8475663,Eddie,Lack,SWE,Norrtälje,G,1988-01-05,unknown,193.04,84.821704,L
8478396,Noah,Hanifin,USA,Boston,D,1997-01-25,MA,190.5,93.439952,L
8468639,John-Michael,Liles,USA,Indianapolis,D,1980-11-25,IN,177.8,83.91452,L
8471804,Nathan,Gerbe,USA,Oxford,C,1987-07-24,MI,162.56,79.83219199999999,L
8469508,Jay,McClement,CAN,Kingston,C,1983-03-02,ON,185.42,92.98636,L
8475807,Joakim,Nordstrom,SWE,Stockholm,LW,1992-02-25,unknown,185.42,85.728888,L
8476858,Phillip,Di Giuseppe,CAN,Toronto,LW,1993-10-09,ON,182.88,90.7184,L
8468493,Ron,Hainsey,USA,Bolton,D,1981-03-24,CT,190.5,95.25431999999999,L
8476958,Jaccob,Slavin,USA,Denver,D,1994-05-01,CO,190.5,92.98636,L
8470595,Eric,Staal,CAN,Thunder Bay,C,1984-10-29,ON,193.04,94.347136,L
8471346,Kris,Versteeg,CAN,Lethbridge,RW,1986-05-13,AB,180.34,79.83219199999999,R
8476437,Victor,Rask,SWE,Leksand,C,1993-03-01,unknown,187.96,90.7184,L
8474661,Michal,Jordan,CZE,Zlin,D,1990-07-17,unknown,185.42,88.45044,L
8474062,Riley,Nash,CAN,Consort,C,1989-05-09,AB,185.42,90.7184,R
8475250,Andrej,Nestrasil,CZE,Prague,C,1991-02-22,unknown,190.5,90.7184,L
8474089,Brad,Malone,CAN,Miramichi,C,1989-05-20,NB,187.96,93.893544,L
8477496,Elias,Lindholm,SWE,Boden,C,1994-12-02,unknown,185.42,87.089664,R
8470966,Mark,Giordano,CAN,Toronto,D,1983-10-03,ON,182.88,89.811216,L
8474628,Michael,Stone,CAN,Winnipeg,D,1990-06-07,MB,190.5,95.25431999999999,R
8474749,Matt,Bartkowski,USA,Pittsburgh,D,1988-06-04,PA,185.42,88.904032,L
8475878,Freddie,Hamilton,CAN,Toronto,C,1992-01-01,ON,185.42,88.45044,R
8476967,Brett,Kulak,CAN,Edmonton,D,1994-01-06,AB,187.96,84.821704,L
8477935,Sam,Bennett,CAN,Holland Landing,C,1996-06-20,ON,185.42,90.7184,L
8476407,Andy,Welinski,USA,Duluth,D,1993-04-27,MN,185.42,93.439952,R
8476971,Kevin,Roy,CAN,Greenfield Park,LW,1993-05-20,QC,175.26,77.11064,L
8474673,TJ,Brodie,CAN,Chatham,D,1990-06-07,ON,185.42,82.553744,L
8476873,Mark,Jankowski,CAN,Hamilton,C,1994-09-13,ON,193.04,91.625584,L
8474150,Mikael,Backlund,SWE,Vasteras,C,1989-03-17,unknown,185.42,90.264808,L
8476434,John,Gibson,USA,Pittsburgh,G,1993-07-14,PA,190.5,101.151016,L
8448208,Jaromir,Jagr,CZE,Kladno,RW,1972-02-15,unknown,190.5,104.32616,L
8469608,Mike,Smith,CAN,Kingston,G,1982-03-22,ON,193.04,97.52228,L
8475907,Micheal,Ferland,CAN,Swan River,LW,1992-04-20,MB,187.96,94.347136,L
8477903,Garnet,Hathaway,USA,Kennebunkport,RW,1991-11-23,ME,187.96,94.347136,R
8477508,Curtis,Lazar,CAN,Salmon Arm,C,1995-02-02,BC,182.88,94.80072799999999,R
8473564,Michael,Frolik,CZE,Kladno,RW,1988-02-17,unknown,185.42,87.996848,L
8471426,Troy,Brouwer,CAN,Vancouver,RW,1985-08-17,BC,190.5,97.52228,R
8474612,Travis,Hamonic,CAN,St. Malo,D,1990-08-16,MB,187.96,92.98636,R
8476400,Logan,Shaw,CAN,Glace Bay,RW,1992-10-05,NS,190.5,94.347136,R
8476346,Johnny,Gaudreau,USA,Salem,LW,1993-08-13,NJ,175.26,71.213944,L
8479314,Matthew,Tkachuk,USA,Scottsdale,LW,1997-12-11,AZ,187.96,91.625584,L
8477497,Sean,Monahan,CAN,Brampton,C,1994-10-12,ON,190.5,88.45044,L
8476462,Dougie,Hamilton,CAN,Toronto,D,1993-06-17,ON,198.12,95.25431999999999,R
8470162,Matt,Stajan,CAN,Mississauga,C,1983-12-19,ON,185.42,88.45044,L
8476808,Brian,Flynn,USA,Lynnfield,C,1988-07-26,MA,185.42,83.007336,R
8471476,Daniel,Winnik,CAN,Toronto,LW,1985-03-06,ON,187.96,95.25431999999999,L
8476769,Bobby,Farnham,USA,North Andover,RW,1989-01-21,MA,177.8,86.18248,L
8477957,Nikita,Scherbak,RUS,Moscow,RW,1995-12-30,unknown,187.96,87.089664,L
8471338,Torrey,Mitchell,CAN,Greenfield Park,C,1985-01-30,QC,180.34,84.368112,R
8471679,Carey,Price,CAN,Anahim Lake,G,1987-08-16,BC,190.5,97.52228,L
8471214,Alex,Ovechkin,RUS,Moscow,LW,1985-09-17,unknown,190.5,106.59412,R
8471698,T.J.,Oshie,USA,Everett,RW,1986-12-23,WA,180.34,88.45044,R
8470642,Shea,Weber,CAN,Sicamous,D,1985-08-14,BC,193.04,104.32616,R
8474008,Paul,Carey,USA,Boston,C,1988-09-24,MA,185.42,90.7184,L
8471710,Taylor,Chorney,USA,Thunder Bay,D,1987-04-27,ON,182.88,87.543256,L
8477444,Andre,Burakovsky,SWE,Klagenfurt,LW,1995-02-09,unknown,190.5,91.171992,L
8475200,Dmitry,Orlov,RUS,Novokuznetsk,D,1991-07-23,unknown,180.34,96.161504,L
8474651,Braden,Holtby,CAN,Lloydminster,G,1989-09-16,SK,187.96,95.707912,L
8477446,Michael,McCarron,USA,Grosse Pointe,RW,1995-03-07,MI,198.12,104.32616,R
8473563,Nicklas,Backstrom,SWE,Gävle,C,1987-11-23,unknown,185.42,95.25431999999999,L
8474590,John,Carlson,USA,Natick,D,1990-01-10,MA,190.5,98.883056,R
8477220,Nate,Schmidt,USA,St. Cloud,D,1991-07-16,MN,185.42,87.996848,L
8474157,Max,Pacioretty,USA,New Canaan,LW,1988-11-20,CT,187.96,93.439952,L
8469521,Tomas,Plekanec,CZE,Kladno,C,1982-10-31,unknown,180.34,87.543256,L
8474291,Jay,Beagle,CAN,Calgary,C,1985-10-16,AB,190.5,98.883056,R
8471702,Matt,Niskanen,USA,Virginia,D,1986-12-06,MN,185.42,92.079176,R
8473507,Jeff,Petry,USA,Ann Arbor,D,1987-12-09,MI,190.5,94.347136,R
8468498,Brooks,Orpik,USA,San Francisco,D,1980-09-26,CA,190.5,98.429464,L
8474717,Mark,Barberio,CAN,Montreal,D,1990-03-23,QC,185.42,93.893544,L
8474038,Paul,Byron,CAN,Ottawa,LW,1989-04-27,ON,175.26,73.481904,L
8476479,Phillip,Danault,CAN,Victoriaville,C,1993-02-24,QC,185.42,88.45044,L
8475149,Marcus,Johansson,SWE,Landskrona,LW,1990-10-06,unknown,185.42,92.98636,L
8471228,Alexander,Radulov,RUS,Nizhny Tagil,RW,1986-07-05,unknown,185.42,91.171992,L
8475744,Evgeny,Kuznetsov,RUS,Chelyabinsk,C,1992-05-19,unknown,187.96,92.532768,L
8477901,Daniel,Carr,CAN,Sherwood Park,LW,1991-11-01,AB,182.88,87.543256,L
8477476,Artturi,Lehkonen,FIN,Piikkio,LW,1995-07-04,unknown,182.88,83.007336,L
8477413,Sven,Andrighetto,CHE,Zurich,RW,1993-03-21,unknown,177.8,85.275296,L
8478963,Ryan,Johnston,CAN,Sudbury,D,1992-02-14,ON,177.8,81.64656,R
8471296,Alexei,Emelin,RUS,Togliatti,D,1986-04-25,unknown,187.96,98.883056,L
8474189,Lars,Eller,DNK,Rodovre,C,1989-05-08,unknown,187.96,93.893544,L
8473991,Karl,Alzner,CAN,Burnaby,D,1988-09-24,BC,190.5,98.429464,L
8476880,Tom,Wilson,CAN,Toronto,RW,1994-03-29,ON,193.04,98.883056,R
8475792,Brett,Connolly,CAN,Campbell River,RW,1992-05-02,BC,190.5,88.45044,R
8468508,Justin,Williams,CAN,Cobourg,RW,1981-10-04,ON,185.42,85.275296,R
8477070,Liam,O'Brien,CAN,Halifax,C,1994-07-29,NS,185.42,97.52228,L
8470604,Jeff,Carter,CAN,London,C,1985-01-01,ON,190.5,98.429464,R
8470602,Dion,Phaneuf,CAN,Edmonton,D,1985-04-10,AB,190.5,99.336648,L
8470207,Joffrey,Lupul,CAN,Fort Saskatchewan,LW,1983-09-23,AB,185.42,95.707912,R
8470606,Dustin,Brown,USA,Ithaca,RW,1984-11-04,NY,182.88,97.975872,R
8476406,Nick,Shore,USA,Denver,C,1992-09-26,CO,185.42,91.171992,R
8468483,Marian,Gaborik,SVK,Trencin,RW,1982-02-14,unknown,185.42,92.98636,L
8475716,Martin,Marincin,SVK,Kosice,D,1992-02-18,unknown,193.04,95.25431999999999,L
8471436,Matt,Hunwick,USA,Warren,D,1985-05-21,MI,180.34,90.7184,L
8471734,Jonathan,Quick,USA,Milford,G,1986-01-21,CT,185.42,98.883056,L
8476404,Andy,Andreoff,CAN,Pickering,LW,1991-05-17,ON,185.42,95.25431999999999,L
8474568,Luke,Schenn,CAN,Saskatoon,D,1989-11-02,SK,187.96,103.872568,R
8475188,Brayden,McNabb,CAN,Davidson,D,1991-01-21,SK,193.04,96.161504,L
8476871,Tanner,Pearson,CAN,Kitchener,LW,1992-08-10,ON,185.42,92.532768,L
8473463,Leo,Komarov,FIN,Narva,C,1987-01-23,unknown,180.34,95.25431999999999,L
8476352,Michael,Mersch,USA,Park Ridge,LW,1992-10-02,IL,187.96,96.615096,L
8475180,Peter,Holland,CAN,Toronto,C,1991-01-14,ON,187.96,92.98636,L
8467329,Vincent,Lecavalier,CAN,Ile Bizard,C,1980-04-21,QC,193.04,97.52228,L
8469707,PA,Parenteau,CAN,Hull,RW,1983-03-24,QC,182.88,90.7184,R
8471685,Anze,Kopitar,SVN,Jesenice,C,1987-08-24,unknown,190.5,101.604608,L
8475726,Tyler,Toffoli,CAN,Scarborough,C,1992-04-24,ON,182.88,91.171992,R
8474037,James,van Riemsdyk,USA,Middletown,LW,1989-05-04,NJ,190.5,95.25431999999999,L
8476853,Morgan,Rielly,CAN,Vancouver,D,1994-03-09,BC,185.42,97.52228,L
8473503,James,Reimer,CAN,Morweena,G,1988-03-15,MB,187.96,98.429464,L
8473546,Michael,Grabner,AUT,Villach,RW,1987-10-05,unknown,185.42,85.275296,L
8477312,Antoine,Bibeau,CAN,Victoriaville,G,1994-05-01,QC,190.5,92.98636,L
8471392,Roman,Polak,CZE,Ostrava,D,1986-04-28,unknown,187.96,106.59412,R
8475278,Byron,Froese,CAN,Winkler,C,1991-03-12,MB,185.42,91.625584,R
8474162,Jake,Muzzin,CAN,Woodstock,D,1989-02-21,ON,190.5,97.975872,L
8474563,Drew,Doughty,CAN,London,D,1989-12-08,ON,185.42,88.45044,R
8476302,Frank,Corrado,CAN,Toronto,D,1993-03-26,ON,182.88,92.98636,R
8473574,Shawn,Matthias,CAN,Mississauga,LW,1988-02-19,ON,193.04,104.779752,L
8473453,Trevor,Lewis,USA,Salt Lake City,C,1987-01-08,UT,185.42,91.171992,R
8475098,Tyler,Bozak,CAN,Regina,C,1986-03-19,SK,185.42,88.45044,R
8474581,Jake,Gardiner,USA,Minnetonka,D,1990-07-04,MN,187.96,90.7184,L
8473473,Milan,Lucic,CAN,Vancouver,LW,1988-06-07,BC,190.5,107.047712,L
8474166,Alec,Martinez,USA,Rochester Hills,D,1987-07-26,MI,185.42,96.161504,L
8474100,Dwight,King,CAN,Meadow Lake,LW,1989-07-05,SK,193.04,103.872568,L
8473571,Jamie,McBain,USA,Edina,D,1988-02-25,MN,185.42,81.64656,R
8476062,Mark,Arcobello,USA,Milford,RW,1988-08-12,CT,172.72,78.925008,R
8475172,Nazem,Kadri,CAN,London,C,1990-10-06,ON,182.88,88.45044,L
8469555,Christian,Ehrhoff,DEU,Moers,D,1982-07-06,unknown,187.96,91.171992,L
8468504,Brad,Boyes,CAN,Mississauga,RW,1982-04-17,ON,182.88,90.264808,R
8467876,Henrik,Sedin,SWE,Ornskoldsvik,C,1980-09-26,unknown,187.96,83.007336,L
8467875,Daniel,Sedin,SWE,Ornskoldsvik,LW,1980-09-26,unknown,185.42,86.18248,L
8473499,Reto,Berra,CHE,Bulach,G,1987-01-03,unknown,193.04,98.883056,L
8473432,Derek,Dorsett,CAN,Kindersley,RW,1986-12-20,SK,182.88,87.089664,R
8477937,Jake,Virtanen,CAN,New Westminster,RW,1996-08-17,BC,185.42,103.872568,R
8474605,Patrick,Wiercioch,CAN,Burnaby,D,1990-09-12,BC,195.58,91.625584,L
8477018,Ben,Hutton,CAN,Brockville,D,1993-04-20,ON,187.96,93.893544,L
8473415,Alex,Biega,CAN,Montreal,D,1988-04-04,QC,177.8,87.543256,R
8476867,Brendan,Gaunce,CAN,Sudbury,C,1994-03-25,ON,187.96,98.429464,L
8475222,Sami,Vatanen,FIN,Jyväskylä,D,1991-06-03,unknown,177.8,83.91452,R
8477500,Bo,Horvat,CAN,London,C,1995-04-05,ON,182.88,101.151016,L
8474593,Jacob,Markstrom,SWE,Gävle,G,1990-01-31,unknown,198.12,88.904032,L
8474091,Brandon,Sutter,CAN,Huntington,C,1989-02-14,NY,190.5,86.636072,R
8470598,Thomas,Vanek,AUT,Vienna,LW,1984-01-19,unknown,187.96,97.068688,R
8471303,Alexander,Edler,SWE,Ostersund,D,1986-04-21,unknown,190.5,97.068688,L
8474584,Michael,Del Zotto,CAN,Stouffville,D,1990-06-24,ON,182.88,88.45044,L
8478444,Brock,Boeser,USA,Burnsville,RW,1997-02-25,MN,185.42,86.636072,R
8476884,Derrick,Pouliot,CAN,Estevan,D,1994-01-16,SK,182.88,94.347136,L
8476466,Sven,Baertschi,CHE,Bern,LW,1992-10-05,unknown,180.34,87.089664,L
8474040,Sam,Gagner,CAN,London,C,1989-08-10,ON,180.34,90.7184,R
8476423,Reid,Boucher,USA,Lansing,C,1993-09-08,MI,177.8,88.45044,L
8475790,Erik,Gudbranson,CAN,Ottawa,D,1992-01-07,ON,195.58,99.79024,R
8476440,Markus,Granlund,FIN,Oulu,C,1993-04-16,unknown,182.88,83.007336,L
8477034,Jaycob,Megna,USA,Plantation,D,1992-12-10,FL,198.12,99.336648,L
8479290,Kalle,Kossila,FIN,Kauniainen,C,1993-04-14,unknown,177.8,83.91452,L
8474569,Colin,Wilson,USA,Greenwich,C,1989-10-20,CT,185.42,100.243832,L
8478906,Markus,Nutivaara,FIN,Oulu,D,1994-06-06,unknown,185.42,86.636072,L
8476449,Scott,Harrington,CAN,Kingston,D,1993-03-10,ON,187.96,93.893544,L
8471677,Jack,Johnson,USA,Indianapolis,D,1987-01-13,IN,185.42,102.965384,L
8477416,Oliver,Bjorkstrand,DNK,Herning,RW,1995-04-10,unknown,182.88,80.28578399999999,R
